CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ano
105,CN,53548,D,6.0,0,,0.29544,3.80025,0.02691,AZUL,597,,0.0,2020
106,CN,84444,C,17.0,0,,3.17216,1.35723,0.2178,AZUL,597,,0.0,2020
107,CN,78655,C,7.0,0,,0.50541,0.95758,0.04207,AZUL,597,,0.0,2020
108,CN,83046,C,30.0,0,,1.29492,1.17942,0.15943,AZUL,597,,0.0,2020
109,CN,97512,E,18.0,0,,1.45425,1.67689,0.14048,AZUL,597,,0.0,2020
110,CN,82708,D,19.0,0,,2.11734,1.59379,0.09209,AZUL,597,,0.0,2020
111,CN,85606,B,1.0,0,,2.97674,1.69468,0.29489,AZUL,597,,0.0,2020
112,CN,111722,D,6.0,0,,1.64715,0.84954,0.17537,AZUL,597,,0.0,2020
113,CN,83584,D,3.0,0,,3.26129,0.47507,0.24933,AZUL,597,,0.0,2020
114,CN,89494,C,1.0,0,,2.28319,2.62945,0.24444,AZUL,597,,0.0,2020
115,CN,49826,B,11.0,0,,1.79438,0.79213,0.20738,AZUL,597,,0.0,2020
116,CN,111430,D,5.0,0,,1.82854,2.08846,0.1837,AZUL,597,,0.0,2020
117,CN,40151,D,2.0,0,,2.11847,1.57164,0.14442,AZUL,597,,0.0,2020
118,CN,14993,C,28.0,0,,0.99966,1.19437,0.21325,AZUL,597,,0.0,2020
119,CN,83684,A,10.0,0,,1.7008,1.15068,0.14749,AZUL,597,,0.0,2020
120,CN,111537,A,12.0,0,,2.82041,2.00971,0.12385,AZUL,597,,0.0,2020
121,CN,38012,E,29.0,0,,1.88342,1.48748,0.27044,AZUL,597,,0.0,2020
122,CN,55948,C,15.0,0,,2.9073,0.12756,0.21003,AZUL,597,,0.0,2020
123,CN,82243,E,19.0,0,,1.92924,2.72331,0.17678,AZUL,597,,0.0,2020
124,CN,87690,D,12.0,0,,2.54499,0.32436,0.18403,AZUL,597,,0.0,2020
125,CN,98228,D,13.0,0,,1.57481,1.65344,0.22044,AZUL,597,,0.0,2020
126,CN,111709,A,23.0,0,,2.21526,0.67088,0.17268,AZUL,597,,0.0,2020
127,CN,84057,C,4.0,0,,0.74154,0.63222,0.01071,AZUL,597,,0.0,2020
128,CN,81964,C,6.0,0,,2.93991,1.73038,0.232,AZUL,597,,0.0,2020
129,CN,77782,B,29.0,0,,2.6178,0.81621,0.05772,AZUL,597,,0.0,2020
130,CN,90016,A,22.0,0,,1.0062,2.26887,0.12084,AZUL,597,,0.0,2020
131,CN,87642,E,26.0,0,,3.99324,0.94637,0.16656,AZUL,597,,0.0,2020
132,CN,111501,D,27.0,0,,1.46882,-0.23526,0.19946,AZUL,597,,0.0,2020
133,CN,84063,C,21.0,0,,2.95498,1.28416,0.16449,AZUL,597,,0.0,2020
134,CN,87675,D,7.0,0,,2.46972,0.95056,0.13112,AZUL,597,,0.0,2020
136,MT,85224,D,18.0,0,,1.50087,2.33109,0.12155,AZUL,587,,0.0,2020
137,MT,82724,A,1.0,0,,1.5867,-0.08552,0.20086,AZUL,587,,0.0,2020
138,MT,32975,B,11.0,0,,3.35137,3.34168,0.16605,AZUL,587,,0.0,2020
139,MT,59546,C,26.0,0,,2.75624,0.62447,0.09203,AZUL,587,,0.0,2020
140,MT,111432,C,13.0,0,,1.18053,2.23254,0.20706,AZUL,587,,0.0,2020
141,MT,29531,A,3.0,0,,1.73821,2.6803,0.13986,AZUL,587,,0.0,2020
142,MT,8028,E,28.0,0,,2.09221,0.99371,0.1329,AZUL,587,,0.0,2020
143,MT,37990,D,24.0,0,,1.5164,1.9226,0.2304,AZUL,587,,0.0,2020
144,MT,37286,B,12.0,0,,3.25442,1.5772,0.1355,AZUL,587,,0.0,2020
145,MT,7633,B,11.0,0,,2.73149,2.49854,0.13472,AZUL,587,,0.0,2020
146,MT,15248,C,21.0,0,,3.29625,2.86173,0.25529,AZUL,587,,0.0,2020
147,MT,86282,C,10.0,0,,2.26511,2.77688,0.23479,AZUL,587,,0.0,2020
148,MT,77477,C,25.0,0,,2.96092,0.8958,0.18532,AZUL,587,,0.0,2020
149,MT,84253,A,19.0,0,,2.88702,2.82281,0.13958,AZUL,587,,0.0,2020
150,MT,111714,B,22.0,0,,2.13749,1.78181,0.156,AZUL,587,,0.0,2020
151,MT,111461,C,7.0,0,,2.99017,1.89021,0.15884,AZUL,587,,0.0,2020
152,MT,85793,A,19.0,0,,2.94722,2.06568,0.12112,AZUL,587,,0.0,2020
153,MT,49782,C,17.0,0,,1.08432,0.84339,0.01494,AZUL,587,,0.0,2020
154,MT,63324,C,1.0,0,,2.18282,2.31084,0.14885,AZUL,587,,0.0,2020
155,MT,55387,B,2.0,0,,2.59667,1.34028,0.15449,AZUL,587,,0.0,2020
156,MT,86803,D,26.0,0,,2.04724,1.08171,0.1794,AZUL,587,,0.0,2020
158,MT,48864,C,3.0,0,,1.78193,3.29884,0.18914,AZUL,587,,0.0,2020
159,MT,60666,C,4.0,0,,0.96583,2.50648,0.2049,AZUL,587,,0.0,2020
160,MT,10660,C,18.0,0,,1.75839,2.40752,0.16633,AZUL,587,,0.0,2020
161,MT,13085,B,8.0,0,,4.06335,2.18033,0.2161,AZUL,587,,0.0,2020
162,MT,111525,E,9.0,0,,2.14544,1.73587,0.22609,AZUL,587,,0.0,2020
163,MT,30462,E,2.0,0,,1.57033,2.17738,0.11432,AZUL,587,,0.0,2020
164,MT,88028,E,20.0,0,,2.31216,0.44069,0.18915,AZUL,587,,0.0,2020
165,MT,83753,D,30.0,0,,2.5968,2.82961,0.09691,AZUL,587,,0.0,2020
166,MT,111530,B,15.0,0,,2.59012,2.03367,0.18389,AZUL,587,,0.0,2020
167,MT,83638,B,5.0,0,,2.00634,1.15438,0.14059,AZUL,587,,0.0,2020
168,MT,41676,A,14.0,0,,3.19891,1.60834,0.17181,AZUL,587,,0.0,2020
169,MT,15897,C,3.0,0,,1.89497,1.65188,0.27993,AZUL,587,,0.0,2020
170,MT,111719,C,23.0,0,,1.22121,2.10949,0.09007,AZUL,587,,0.0,2020
171,MT,24338,D,9.0,0,,1.33979,1.93473,0.18699,AZUL,587,,0.0,2020
172,MT,111566,A,14.0,0,,2.73154,1.76976,0.1412,AZUL,587,,0.0,2020
173,MT,63901,C,14.0,0,,2.42448,3.0197,0.15362,AZUL,587,,0.0,2020
174,MT,85945,B,13.0,0,,1.53928,1.60311,0.19657,AZUL,587,,0.0,2020
175,MT,49630,A,20.0,0,,2.75865,1.15201,0.15163,AZUL,587,,0.0,2020
176,MT,30344,E,7.0,0,,1.2009,0.84968,0.16359,AZUL,587,,0.0,2020
177,MT,111491,B,6.0,0,,1.25662,-0.40358,0.20406,AZUL,587,,0.0,2020
178,MT,85053,A,29.0,0,,0.93375,1.1092,0.07392,AZUL,587,,0.0,2020
179,MT,43031,E,16.0,0,,2.99305,1.84654,0.06394,AZUL,587,,0.0,2020
180,MT,62498,C,27.0,0,,3.02476,1.33416,0.11462,AZUL,587,,0.0,2020
102,CN,62293,B,5.0,0,,3.00296,1.17427,0.16918,AZUL,909,,,2021
122,CN,82265,C,8.0,0,,2.63278,0.67271,0.32905,AZUL,909,,,2021
125,CN,81640,B,21.0,0,,1.7041,1.93672,0.18178,AZUL,909,,,2021
95,CN,117843,A,27.0,0,,4.13911,0.76309,0.13487,AZUL,909,,,2021
96,CN,63600,B,15.0,0,,2.78598,1.12828,0.24608,AZUL,909,,,2021
100,CN,117898,B,3.0,0,,2.68999,0.6514,0.15907,AZUL,909,,,2021
97,CN,12401,E,19.0,0,,1.83234,0.97623,0.19551,AZUL,909,,,2021
120,CN,111544,A,22.0,0,,2.35776,1.39005,0.14902,AZUL,909,,,2021
126,CN,14944,D,5.0,0,,1.20474,2.12158,0.23447,AZUL,909,,,2021
135,CN,46813,D,18.0,0,,2.76737,1.53283,0.1128,AZUL,909,,,2021
123,CN,85525,D,29.0,0,,0.49099,1.72446,0.02266,AZUL,909,,,2021
128,CN,111546,D,23.0,0,,3.28052,1.65567,0.21068,AZUL,909,,,2021
101,CN,48911,C,25.0,0,,1.98857,1.61387,0.29096,AZUL,909,,,2021
91,CN,117867,E,12.0,0,,2.57831,1.34841,0.19923,AZUL,909,,,2021
119,CN,84331,A,19.0,0,,2.53465,2.4095,0.0954,AZUL,909,,,2021
103,CN,88260,E,7.0,0,,2.12286,1.66345,0.22982,AZUL,909,,,2021
133,CN,88403,D,5.0,0,,2.9738,1.96749,0.12076,AZUL,909,,,2021
110,CN,111623,B,9.0,0,,2.5914,1.40589,0.13998,AZUL,909,,,2021
132,CN,111664,A,13.0,0,,2.45876,0.44934,0.19743,AZUL,909,,,2021
117,CN,98020,B,8.0,0,,1.36007,1.79781,0.13996,AZUL,909,,,2021
121,CN,78726,E,16.0,0,,1.27392,1.76469,0.13413,AZUL,909,,,2021
112,CN,85079,E,11.0,0,,0.92989,-0.72714,0.02105,AZUL,909,,,2021
98,CN,111498,D,14.0,0,,0.7292,3.81485,0.10881,AZUL,909,,,2021
106,CN,117891,C,22.0,0,,0.81733,2.29106,0.15388,AZUL,909,,,2021
93,CN,68355,E,28.0,0,,1.89221,0.64628,0.16333,AZUL,909,,,2021
105,CN,59907,A,20.0,0,,2.3659,2.02542,0.14126,AZUL,909,,,2021
114,CN,19227,B,14.0,0,,2.39928,1.65732,0.14967,AZUL,909,,,2021
108,CN,98108,D,3.0,0,,2.76968,0.71695,0.24269,AZUL,909,,,2021
107,CN,60284,C,6.0,0,,1.89764,1.77374,0.22707,AZUL,909,,,2021
109,CN,89864,C,17.0,0,,2.59028,1.66716,0.26726,AZUL,909,,,2021
116,CN,84502,C,19.0,0,,2.1616,2.43316,0.3388,AZUL,909,,,2021
99,CN,126594,A,9.0,0,,2.7664,0.51395,0.30712,AZUL,909,,,2021
127,CN,97577,C,16.0,0,,1.73579,-0.23373,0.13306,AZUL,909,,,2021
134,CN,117980,C,6.0,0,,1.7383,1.40697,0.1367,AZUL,909,,,2021
94,CN,85781,C,20.0,0,,0.77238,3.24395,0.19069,AZUL,909,,,2021
124,CN,117627,C,2.0,0,,2.28165,0.59099,0.22224,AZUL,909,,,2021
113,CN,66339,E,24.0,0,,3.2481,1.38461,0.17112,AZUL,909,,,2021
131,CN,54959,B,1.0,0,,2.15669,1.23172,0.29573,AZUL,909,,,2021
130,CN,54019,B,24.0,0,,3.87694,1.86924,0.19867,AZUL,909,,,2021
115,CN,111647,B,23.0,0,,2.72669,1.99105,0.20284,AZUL,909,,,2021
129,CN,87718,B,16.0,0,,3.29305,1.87858,0.17777,AZUL,909,,,2021
92,CN,63095,D,1.0,0,,3.01758,1.65693,0.15293,AZUL,909,,,2021
104,CN,117795,B,10.0,0,,3.24877,1.21839,0.09433,AZUL,909,,,2021
111,CN,39279,B,4.0,0,,1.41618,0.30941,0.07884,AZUL,909,,,2021
65,CH,118135,A,23.0,0,,1.60808,-0.32296,0.09046,AZUL,879,,,2021
78,CH,118129,A,14.0,0,,3.22966,0.96248,0.14036,AZUL,879,,,2021
77,CH,125716,A,4.0,0,,2.56315,0.92494,0.16284,AZUL,879,,,2021
63,CH,111936,B,30.0,0,,1.98717,1.20976,0.16546,AZUL,879,,,2021
80,CH,88561,C,9.0,0,,1.78332,2.10818,0.177,AZUL,879,,,2021
73,CH,88342,A,15.0,0,,1.63154,1.32755,0.10703,AZUL,879,,,2021
54,CH,96872,C,16.0,0,,2.15046,1.07751,0.23671,AZUL,879,,,2021
75,CH,111880,E,27.0,0,,2.52898,1.12459,0.15048,AZUL,879,,,2021
66,CH,98208,B,12.0,0,,2.65063,0.47062,0.1495,AZUL,879,,,2021
64,CH,96289,C,11.0,0,,2.16518,1.84941,0.13178,AZUL,879,,,2021
86,CH,112129,A,1.0,0,,1.22,0.04233,0.19344,AZUL,879,,,2021
55,CH,112084,E,8.0,0,,3.21414,1.1317,0.10829,AZUL,879,,,2021
51,CH,98128,A,29.0,0,,0.76584,0.78405,0.01834,AZUL,879,,,2021
68,CH,111925,E,22.0,0,,2.88658,0.55124,0.13869,AZUL,879,,,2021
69,CH,81914,C,8.0,0,,1.85709,0.94313,0.1916,AZUL,879,,,2021
81,CH,95563,B,25.0,0,,1.50299,0.57725,0.18681,AZUL,879,,,2021
47,CH,86369,A,18.0,0,,1.73639,1.33796,0.29641,AZUL,879,,,2021
70,CH,125732,C,26.0,0,,3.34532,0.29978,0.23028,AZUL,879,,,2021
48,CH,118058,D,29.0,0,,2.2169,1.61961,0.16574,AZUL,879,,,2021
49,CH,125655,C,14.0,0,,2.36532,0.38656,0.25854,AZUL,879,,,2021
71,CH,96669,A,30.0,0,,1.57179,0.86617,0.2021,AZUL,879,,,2021
87,CH,96415,E,3.0,0,,2.49173,1.57817,0.16145,AZUL,879,,,2021
50,CH,125707,B,28.0,0,,3.51888,1.67763,0.13429,AZUL,879,,,2021
72,CH,125907,E,10.0,0,,2.28342,0.77519,0.16873,AZUL,879,,,2021
56,CH,118206,D,27.0,0,,1.90077,1.56953,0.14464,AZUL,879,,,2021
52,CH,52843,D,7.0,0,,1.80371,1.3784,0.16635,AZUL,879,,,2021
84,CH,111846,B,5.0,0,,3.22135,1.15587,0.18835,AZUL,879,,,2021
62,CH,89649,D,20.0,0,,2.49925,1.72549,0.13091,AZUL,879,,,2021
46,CH,118049,B,16.0,0,,1.54377,0.59033,0.19087,AZUL,879,,,2021
67,CH,125722,E,26.0,0,,2.36414,1.17248,0.09949,AZUL,879,,,2021
57,CH,87238,D,21.0,0,,1.08479,1.43975,0.12871,AZUL,879,,,2021
61,CH,111789,A,18.0,0,,1.9399,0.2371,0.14756,AZUL,879,,,2021
88,CH,96369,E,11.0,0,,2.56529,1.19286,0.16157,AZUL,879,,,2021
74,CH,112114,B,2.0,0,,2.47232,1.18879,0.1676,AZUL,879,,,2021
79,CH,118012,E,17.0,0,,1.52448,2.04577,0.21371,AZUL,879,,,2021
83,CH,118059,A,5.0,0,,3.04986,0.83936,0.23466,AZUL,879,,,2021
76,CH,95822,B,23.0,0,,0.86436,3.26888,0.11203,AZUL,879,,,2021
58,CH,111817,E,19.0,0,,1.77083,0.61191,0.09361,AZUL,879,,,2021
60,CH,111875,B,24.0,0,,3.51856,0.89984,0.18464,AZUL,879,,,2021
85,CH,88365,A,1.0,0,,1.29208,1.81119,0.20192,AZUL,879,,,2021
59,CH,125885,B,27.0,0,,3.46336,0.36928,0.17747,AZUL,879,,,2021
89,CH,33940,B,6.0,0,,2.20524,2.56419,0.13887,AZUL,879,,,2021
53,CH,125676,B,5.0,0,,1.26786,0.66068,0.11201,AZUL,879,,,2021
90,CH,125656,B,4.0,0,,2.13734,0.664,0.25431,AZUL,879,,,2021
82,CH,86998,B,1.0,0,,1.8994,0.84844,0.2609,AZUL,879,,,2021
2,LC,118292,A,8.0,0,,1.86272,0.34935,0.27244,AZUL,889,0.0,,2021
3,LC,118145,A,5.0,0,,2.57602,0.57464,0.19619,AZUL,889,0.0,,2021
4,LC,81488,B,5.0,0,,3.48892,0.84356,0.12705,AZUL,889,0.0,,2021
5,LC,63712,B,6.0,0,,2.528,1.55393,0.29354,AZUL,889,0.0,,2021
6,LC,15069,B,1.0,0,,1.77244,0.23114,0.00953,AZUL,889,,,2021
7,LC,120165,D,25.0,0,,2.9592,0.57101,0.16401,AZUL,889,,,2021
8,LC,118073,C,24.0,0,,1.68791,0.79504,0.13105,AZUL,889,,,2021
9,LC,86462,D,20.0,0,,2.38262,0.23283,0.11832,AZUL,889,,,2021
10,LC,97519,E,18.0,0,,2.39514,-0.22063,0.05035,AZUL,889,,,2021
11,LC,68920,A,20.0,0,,0.96148,-0.66104,0.01713,AZUL,889,,,2021
12,LC,118201,D,2.0,0,,0.79399,-0.42733,0.23668,AZUL,889,,,2021
13,LC,118251,C,21.0,0,,0.27414,4.27494,0.08273,AZUL,889,,,2021
14,LC,120342,E,3.0,0,,1.58638,1.45518,0.22273,AZUL,889,,,2021
15,LC,120646,D,14.0,0,,1.57672,1.15232,0.16243,AZUL,889,,,2021
16,LC,86515,B,24.0,0,,2.19688,0.92018,0.10506,AZUL,889,,,2021
17,LC,120170,E,9.0,0,,1.9866,1.65243,0.11374,AZUL,889,,,2021
18,LC,31981,D,12.0,0,,2.08211,0.59859,0.17197,AZUL,889,,,2021
19,LC,118218,D,9.0,0,,2.68787,0.62089,0.26778,AZUL,889,,,2021
20,LC,120623,D,30.0,0,,1.58074,1.24997,0.12025,AZUL,889,,,2021
21,LC,83331,A,22.0,0,,2.89764,0.57674,0.16815,AZUL,889,,,2021
22,LC,86329,B,26.0,0,,1.80201,0.20928,0.18024,AZUL,889,,,2021
23,LC,119763,B,14.0,0,,3.83474,0.4663,0.21265,AZUL,889,,,2021
25,LC,118279,B,16.0,0,,3.09031,2.70264,0.06863,AZUL,889,,,2021
26,LC,118269,D,18.0,0,,0.88199,2.40855,0.2075,AZUL,889,,,2021
27,LC,15105,E,12.0,0,,1.54517,1.71461,0.23079,AZUL,889,,,2021
28,LC,120627,B,28.0,0,,1.99613,1.20044,0.05794,AZUL,889,,,2021
29,LC,96262,C,23.0,0,,2.71876,0.24855,0.1477,AZUL,889,,,2021
30,LC,120154,E,27.0,0,,2.51375,1.26329,0.13472,AZUL,889,,,2021
31,LC,118205,A,11.0,0,,1.01454,0.06185,0.06182,AZUL,889,,,2021
32,LC,120375,D,19.0,0,,2.39615,1.63316,0.20335,AZUL,889,,,2021
33,LC,18745,A,4.0,0,,2.3308,1.6301,0.13047,AZUL,889,,,2021
34,LC,120340,B,21.0,0,,0.5311,0.41917,0.23722,AZUL,889,,,2021
35,LC,39441,D,17.0,0,,1.19989,0.74738,0.0877,AZUL,889,,,2021
36,LC,120560,B,13.0,0,,1.99754,2.27789,0.292,AZUL,889,,,2021
37,LC,120643,A,23.0,0,,2.94256,0.17547,0.22258,AZUL,889,,,2021
38,LC,118302,C,16.0,0,,1.4717,2.17279,0.19556,AZUL,889,,,2021
39,LC,118231,A,25.0,0,,1.42609,-0.65267,0.00765,AZUL,889,,,2021
40,LC,118250,C,17.0,0,,1.91893,0.83254,0.0852,AZUL,889,,,2021
41,LC,37831,D,16.0,0,,0.66145,1.56218,0.00747,AZUL,889,,,2021
42,LC,118293,C,10.0,0,,0.80105,2.47968,0.05719,AZUL,889,,,2021
44,LC,120639,D,29.0,0,,2.45537,0.7477,0.10142,AZUL,889,,,2021
45,LC,86594,C,23.0,0,,2.2723,1.56986,0.20724,AZUL,889,,,2021
1,LC,111852,C,7.0,0,,3.02127,0.71646,0.18997,AZUL,889,0.0,,2021
137,MT,126019,E,6.0,0,,0.37654,4.78322,0.0371,AZUL,899,,,2021
139,MT,95820,E,29.0,0,,1.50171,0.5697,0.1956,AZUL,899,,,2021
140,MT,96226,B,29.0,0,,2.43365,1.57204,0.13348,AZUL,899,,,2021
141,MT,117692,A,19.0,0,,2.10164,1.59278,0.09668,AZUL,899,,,2021
142,MT,117731,B,30.0,0,,3.77336,2.88467,0.17343,AZUL,899,,,2021
143,MT,86433,D,26.0,0,,1.67858,0.94544,0.07498,AZUL,899,,,2021
144,MT,39923,D,27.0,0,,3.3336,1.47451,0.06764,AZUL,899,,,2021
145,MT,59925,C,28.0,0,,1.41349,2.47483,0.26937,AZUL,899,,,2021
146,MT,111459,E,28.0,0,,3.23662,1.93237,0.16879,AZUL,899,,,2021
147,MT,84258,C,25.0,0,,1.85811,1.0645,0.1004,AZUL,899,,,2021
148,MT,30751,C,27.0,0,,1.62419,1.46799,0.17131,AZUL,899,,,2021
149,MT,97598,B,24.0,0,,1.91435,1.09123,0.14146,AZUL,899,,,2021
150,MT,15454,C,25.0,0,,2.32415,1.68956,0.10646,AZUL,899,,,2021
151,MT,85219,C,26.0,0,,1.53863,1.95839,0.19274,AZUL,899,,,2021
152,MT,81869,E,21.0,0,,0.38226,4.96788,0.08061,AZUL,899,,,2021
153,MT,117852,C,11.0,0,,2.14382,1.53236,0.18146,AZUL,899,,,2021
154,MT,89238,D,24.0,0,,1.92749,2.43343,0.24023,AZUL,899,,,2021
155,MT,117675,C,18.0,0,,2.23694,1.91314,0.17071,AZUL,899,,,2021
156,MT,67990,A,20.0,0,,1.72104,2.33151,0.16043,AZUL,899,,,2021
157,MT,96222,E,4.0,0,,2.05592,2.38315,0.1479,AZUL,899,,,2021
158,MT,59786,B,16.0,0,,2.1684,2.3852,0.14308,AZUL,899,,,2021
159,MT,88357,A,16.0,0,,2.34295,2.34886,0.13174,AZUL,899,,,2021
160,MT,117902,D,17.0,0,,2.8311,1.0422,0.22906,AZUL,899,,,2021
161,MT,111716,E,15.0,0,,2.68165,2.10496,0.14922,AZUL,899,,,2021
162,MT,88518,A,15.0,0,,2.25826,1.27898,0.13427,AZUL,899,,,2021
163,MT,117831,B,10.0,0,,2.46378,2.21305,0.18781,AZUL,899,,,2021
164,MT,111521,B,22.0,0,,1.02386,0.77599,0.14727,AZUL,899,,,2021
165,MT,117832,D,12.0,0,,2.72456,2.09992,0.08091,AZUL,899,,,2021
166,MT,66618,B,9.0,0,,2.37606,1.82229,0.17489,AZUL,899,,,2021
167,MT,82880,D,14.0,0,,2.15753,1.94018,0.20437,AZUL,899,,,2021
168,MT,117624,E,7.0,0,,1.50255,2.16194,0.08889,AZUL,899,,,2021
169,MT,30420,D,8.0,0,,1.50712,2.23062,0.13965,AZUL,899,,,2021
170,MT,27471,C,8.0,0,,1.45834,2.40851,0.19555,AZUL,899,,,2021
171,MT,88461,E,13.0,0,,2.26058,1.88581,0.08167,AZUL,899,,,2021
172,MT,86767,D,4.0,0,,1.71655,1.49877,0.15898,AZUL,899,,,2021
173,MT,30781,C,4.0,0,,1.44209,1.37865,0.14881,AZUL,899,,,2021
174,MT,83741,C,5.0,0,,1.35014,1.30326,0.25759,AZUL,899,,,2021
175,MT,111476,A,7.0,0,,1.47905,1.59921,0.16153,AZUL,899,,,2021
176,MT,67554,D,1.0,0,,1.68298,1.21252,0.14575,AZUL,899,,,2021
177,MT,37576,D,1.0,0,,2.48037,1.4025,0.20245,AZUL,899,,,2021
178,MT,30836,C,3.0,0,,3.29525,1.21452,0.20483,AZUL,899,,,2021
179,MT,117923,A,2.0,0,,2.75345,1.87459,0.13839,AZUL,899,,,2021
180,MT,24895,B,3.0,0,,1.78096,1.71637,0.13024,AZUL,899,,,2021
136,MT,15209,E,2.0,0,,1.38496,1.73939,0.14078,AZUL,899,,,2021
1,LC,111918,D,8.0,0,,3.71022,0.34919,0.20287,AZUL,1065,0.0,0.0,2022
2,LC,111835,C,7.0,0,,2.64617,0.79049,0.1896,AZUL,1065,0.0,0.0,2022
3,LC,140767,B,6.0,0,,4.34313,0.36871,0.44865,AZUL,1065,0.0,0.0,2022
4,LC,140731,D,5.0,0,,2.88489,0.49591,0.18224,AZUL,1065,0.0,0.0,2022
5,LC,140626,E,6.0,0,,2.55762,0.57348,0.15419,AZUL,1065,0.0,0.0,2022
6,LC,60382,E,25.0,0,,1.77346,0.68047,0.08704,AZUL,1065,,0.0,2022
7,LC,111929,A,22.0,0,,2.15283,1.51639,0.20049,AZUL,1065,,0.0,2022
8,LC,118120,A,23.0,0,,1.53331,2.16698,0.23705,AZUL,1065,,0.0,2022
9,LC,66576,A,24.0,0,,2.66065,-0.7431,0.13295,AZUL,1065,,0.0,2022
10,LC,49544,C,28.0,0,,2.43974,1.15872,0.12513,AZUL,1065,,0.0,2022
11,LC,41810,A,29.0,0,,0.92958,0.15096,0.01173,AZUL,1065,,0.0,2022
12,LC,42674,B,27.0,0,,2.26956,0.51892,0.2337,AZUL,1065,,0.0,2022
13,LC,120622,B,30.0,0,,2.558,0.65099,0.12178,AZUL,1065,,0.0,2022
14,LC,42940,D,22.0,0,,1.30734,-0.29879,0.00797,AZUL,1065,,0.0,2022
15,LC,111926,B,4.0,0,,2.48072,0.89717,0.27108,AZUL,1065,,0.0,2022
16,LC,141427,E,3.0,0,,2.40522,2.28139,0.1137,AZUL,1065,,0.0,2022
17,LC,141464,B,4.0,0,,0.94658,1.25172,0.21415,AZUL,1065,,0.0,2022
18,LC,67229,A,18.0,0,,2.64295,1.76932,0.18786,AZUL,1065,,0.0,2022
19,LC,120124,C,9.0,0,,2.93292,0.03337,0.17638,AZUL,1065,,0.0,2022
20,LC,45201,C,10.0,0,,2.64453,1.04534,0.13269,AZUL,1065,,0.0,2022
21,LC,140827,B,15.0,0,,2.05337,0.67994,0.17382,AZUL,1065,,0.0,2022
22,LC,39101,E,22.0,0,,2.07003,1.19098,0.13567,AZUL,1065,,0.0,2022
23,LC,9716,E,16.0,0,,0.9036,1.48142,0.05685,AZUL,1065,,0.0,2022
24,LC,141440,E,26.0,0,,2.72306,0.13273,0.20082,AZUL,1065,,0.0,2022
25,LC,141203,C,9.0,0,,1.71461,-0.15137,0.18763,AZUL,1065,,0.0,2022
26,LC,96502,C,19.0,0,,1.14926,-0.51604,0.00912,AZUL,1065,,0.0,2022
27,LC,141410,B,21.0,0,,2.62079,0.2007,0.10693,AZUL,1065,,0.0,2022
28,LC,120626,B,20.0,0,,0.82491,0.89707,0.03562,AZUL,1065,,0.0,2022
29,LC,111954,D,15.0,0,,0.78612,1.19878,0.06459,AZUL,1065,,0.0,2022
30,LC,26545,C,15.0,0,,4.15101,1.348,0.0928,AZUL,1065,,0.0,2022
31,LC,89149,A,16.0,0,,1.05565,0.45772,0.03348,AZUL,1065,,0.0,2022
32,LC,44570,A,3.0,0,,1.04632,0.65812,0.23788,AZUL,1065,,0.0,2022
33,LC,86703,A,1.0,0,,2.08922,0.96392,0.23742,AZUL,1065,,0.0,2022
34,LC,119767,D,11.0,0,,2.11177,-0.55865,0.18565,AZUL,1065,,0.0,2022
35,LC,140898,C,1.0,0,,1.69478,2.32558,0.16355,AZUL,1065,,0.0,2022
36,LC,111961,C,2.0,0,,1.6838,0.70642,0.29621,AZUL,1065,,0.0,2022
37,LC,141390,A,30.0,0,,1.54579,-0.30477,0.00839,AZUL,1065,,0.0,2022
38,LC,120368,B,12.0,0,,3.46434,2.20555,0.0675,AZUL,1065,,0.0,2022
39,LC,54528,E,13.0,0,,2.90825,2.05309,0.10359,AZUL,1065,,0.0,2022
40,LC,6864,D,16.0,0,,0.57225,0.0979,0.01556,AZUL,1065,,0.0,2022
41,LC,10776,B,17.0,0,,1.35922,-0.10494,0.00701,AZUL,1065,,0.0,2022
42,LC,90238,D,17.0,0,,1.32058,0.69547,0.07827,AZUL,1065,,0.0,2022
43,LC,78112,E,17.0,0,,0.76335,0.46065,0.00865,AZUL,1065,,0.0,2022
44,LC,81994,C,12.0,0,,0.91022,0.76591,0.01172,AZUL,1065,,0.0,2022
45,LC,141261,E,14.0,0,,2.31367,0.48334,0.18144,AZUL,1065,,0.0,2022
46,CH,140506,D,26.0,0,,0.98121,1.34897,0.06218,AZUL,1055,,0.0,2022
47,CH,83806,E,24.0,0,,1.98269,0.65728,0.08702,AZUL,1055,,0.0,2022
48,CH,141322,A,24.0,0,,2.8995,-0.42411,0.19356,AZUL,1055,,0.0,2022
49,CH,140639,B,30.0,0,,2.71371,0.59055,0.19782,AZUL,1055,,0.0,2022
50,CH,140682,E,27.0,0,,1.88815,1.59325,0.13196,AZUL,1055,,0.0,2022
51,CH,87207,E,17.0,0,,4.79392,1.19623,0.12998,AZUL,1055,,0.0,2022
52,CH,88045,D,18.0,0,,3.62371,0.51644,0.275,AZUL,1055,,0.0,2022
53,CH,140568,A,21.0,0,,1.48568,0.87454,0.17248,AZUL,1055,,0.0,2022
54,CH,125706,E,25.0,0,,0.5628,2.08511,0.00958,AZUL,1055,,0.0,2022
